Satýþ belgesi;Kalem;Üretim yeri;Müþteri malzeme numarasý;Satýþ belgesi türü;Malzeme;Malzeme Tan.;Plan Hammaddesi;PlnHmdde Gnþlk;Sipariþ Mik. (TON);Sevk Edilen Mik.(TON);Açýk Mik.(TON);Thdtsz Mml;Yaratma tarihi;Teslimat tarihi;PLN:TrmTrh;Öncelik Tanýmý;31 HR;31 PHR;31 CRF;31 GCR;31 GHR;31 PPG;41 HR;41 PHR;41 CRF;41 GCR;41 GHR;41 PPG;Ticari kalite;Sektör Tan.;Baz Fiyat;Nihai Fiyat;Sipariþi Veren;Müþteri grubu 2;Max Tnj;Min Tnj
15069184;160;4100;044932001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.055*BUFFER;GCR;0;9,81;9,81;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;696;1121023;;15000;8000
15069184;170;4100;044932001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.055*BUFFER;GCR;0;10;10;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;696;1121023;;15000;8000
15069184;180;4100;044932001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.055*BUFFER;GCR;0;10,21;10,21;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;696;1121023;;15000;8000
15069184;190;4100;044932001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.055*BUFFER;GCR;0;3,175;3,175;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;696;1121023;;15000;8000
15069184;200;4100;044932001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.055*BUFFER;GCR;0;7,885;7,885;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;696;1121023;;15000;8000
15069184;210;4100;044933001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.140*BUFFER;GCR;0;9,765;9,765;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;696;1121023;;15000;8000
15069184;220;4100;044933001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.140*BUFFER;GCR;0;9,73;9,73;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;696;1121023;;15000;8000
15069184;230;4100;044933001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.140*BUFFER;GCR;0;9,71;9,71;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;696;1121023;;15000;8000
15069184;240;4100;044933001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.140*BUFFER;GCR;0;9,625;9,625;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;696;1121023;;15000;8000
15069184;250;4100;044933001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.140*BUFFER;GCR;0;10,045;10,045;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;696;1121023;;15000;8000
15069184;260;4100;028068001;Z410;GCRP;GCR DX51D+Z100A 2,00x1.200*BUFFER;GCR;0;11,74;11,74;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;697;1121023;;0;0
15069184;270;4100;028068001;Z410;GCRP;GCR DX51D+Z100A 2,00x1.200*BUFFER;GCR;0;11,69;11,69;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;697;1121023;;0;0
15069185;10;4100;017907001;Z410;GHRP;GHR DX51D+Z70A 2,50x1.000*BUFFER;GHR;0;10,065;10,065;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;679;1121023;;0;0
15069185;20;4100;017907001;Z410;GHRP;GHR DX51D+Z70A 2,50x1.000*BUFFER;GHR;0;10,195;10,195;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;679;1121023;;0;0
15069185;30;4100;017907001;Z410;GHRP;GHR DX51D+Z70A 2,50x1.000*BUFFER;GHR;0;10,15;10,15;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;679;1121023;;0;0
15069185;40;4100;017907001;Z410;GHRP;GHR DX51D+Z70A 2,50x1.000*BUFFER;GHR;0;10,305;10,305;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;679;1121023;;0;0
15069185;50;4100;017907001;Z410;GHRP;GHR DX51D+Z70A 2,50x1.000*BUFFER;GHR;0;10,385;10,385;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;679;1121023;;0;0
15069185;60;4100;017908001;Z410;GHRP;GHR DX51D+Z70A 2,50x1.200*BUFFER;GHR;0;8,37;8,37;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;674;1121023;;0;0
15069186;10;3100;025519001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.250*BUFFER;GCR;0;11,02;11,02;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;766;1121023;;0;0
15069186;20;3100;025519001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.250*BUFFER;GCR;0;7,34;7,34;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;766;1121023;;0;0
15069186;30;3100;025519001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.250*BUFFER;GCR;0;6,67;6,67;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;766;1121023;;0;0
15069186;40;3100;025519001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.250*BUFFER;GCR;0;6,69;6,69;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;766;1121023;;0;0
15069186;50;3100;025519001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.250*BUFFER;GCR;0;6,64;6,64;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;766;1121023;;0;0
15069186;60;3100;025519001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.250*BUFFER;GCR;0;8,79;8,79;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;766;1121023;;0;0
15069186;70;3100;013341001;Z410;GCRP;GCR DX51D+Z100A 0,50x1.500*BUFFER;GCR;0;6,76;6,76;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;771;1121023;;0;0
15069186;80;3100;013341001;Z410;GCRP;GCR DX51D+Z100A 0,50x1.500*BUFFER;GCR;0;6,58;6,58;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;771;1121023;;0;0
15069186;90;3100;013341001;Z410;GCRP;GCR DX51D+Z100A 0,50x1.500*BUFFER;GCR;0;7,27;7,27;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;771;1121023;;0;0
15069186;100;3100;013341001;Z410;GCRP;GCR DX51D+Z100A 0,50x1.500*BUFFER;GCR;0;7,1;7,1;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;771;1121023;;0;0
15069186;110;3100;013341001;Z410;GCRP;GCR DX51D+Z100A 0,50x1.500*BUFFER;GCR;0;7,51;7,51;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;771;1121023;;0;0
15069186;120;3100;044935001;Z410;GCRP;GCR DX53D+Z100B 0,60x1.000*BUFFER;GCR;0;8,66;8,66;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;781;1121023;;0;0
15069186;130;3100;044935001;Z410;GCRP;GCR DX53D+Z100B 0,60x1.000*BUFFER;GCR;0;8,98;8,98;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;781;1121023;;0;0
15069186;140;3100;008178001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.200*BUFFER;GCR;0;9,98;9,98;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;753;1121023;;0;0
15069186;150;3100;008178001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.200*BUFFER;GCR;0;9,81;9,81;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;753;1121023;;0;0
15069186;160;3100;008178001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.200*BUFFER;GCR;0;10,03;10,03;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;753;1121023;;0;0
15069186;170;3100;008178001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.200*BUFFER;GCR;0;9,95;9,95;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;753;1121023;;0;0
15069186;180;3100;008178001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.200*BUFFER;GCR;0;10,32;10,32;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;753;1121023;;0;0
15069186;190;3100;008178001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.200*BUFFER;GCR;0;10,27;10,27;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;753;1121023;;0;0
15069186;200;3100;008178001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.200*BUFFER;GCR;0;9,94;9,94;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;753;1121023;;0;0
15069186;210;3100;008178001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.200*BUFFER;GCR;0;9,97;9,97;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;753;1121023;;0;0
15069186;220;3100;013342001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.500*BUFFER;GCR;0;7,04;7,04;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;748;1121023;;0;0
15069186;230;3100;013342001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.500*BUFFER;GCR;0;7,1;7,1;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;748;1121023;;0;0
15069186;240;3100;013342001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.500*BUFFER;GCR;0;7,37;7,37;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;748;1121023;;0;0
15069186;250;3100;013342001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.500*BUFFER;GCR;0;7,4;7,4;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;748;1121023;;0;0
15069186;260;3100;013342001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.500*BUFFER;GCR;0;7,51;7,51;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;748;1121023;;0;0
15069186;270;3100;013342001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.500*BUFFER;GCR;0;7,38;7,38;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;748;1121023;;0;0
15069186;280;3100;013342001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.500*BUFFER;GCR;0;6,44;6,44;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;748;1121023;;0;0
15069186;290;3100;013342001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.500*BUFFER;GCR;0;6,32;6,32;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;748;1121023;;0;0
15069186;300;3100;013342001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.500*BUFFER;GCR;0;7,25;7,25;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;748;1121023;;0;0
15069186;310;3100;013342001;Z410;GCRP;GCR DX51D+Z100A 0,60x1.500*BUFFER;GCR;0;7,09;7,09;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;748;1121023;;0;0
15069186;320;3100;020596001;Z410;GCRP;GCR DX51D+Z70A 0,80x1.250*BUFFER;GCR;0;11;11;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;717;1121023;;0;0
15069186;330;3100;020596001;Z410;GCRP;GCR DX51D+Z70A 0,80x1.250*BUFFER;GCR;0;9,95;9,95;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;717;1121023;;0;0
15069186;340;3100;020596001;Z410;GCRP;GCR DX51D+Z70A 0,80x1.250*BUFFER;GCR;0;9,92;9,92;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;717;1121023;;0;0
15069186;350;3100;016603001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.000*BUFFER;GCR;0;9,46;9,46;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;711;1121023;;0;0
15069186;360;3100;016603001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.000*BUFFER;GCR;0;9,33;9,33;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;711;1121023;;0;0
15069186;370;3100;016603001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.000*BUFFER;GCR;0;9,4;9,4;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;711;1121023;;0;0
15069186;380;3100;026246001;Z410;GCRP;GCR DX51D+Z90A 1,10x1.250*BUFFER;GCR;0;3,99;3,99;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;710;1121023;;0;0
15069186;390;3100;026246001;Z410;GCRP;GCR DX51D+Z90A 1,10x1.250*BUFFER;GCR;0;4,38;4,38;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;710;1121023;;0;0
15069186;400;3100;007355001;Z410;GCRP;GCR DX51D+Z100A 2,00x1.250*BUFFER;GCR;0;4,76;4,76;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;697;1121023;;0;0
15069186;410;3100;007355001;Z410;GCRP;GCR DX51D+Z100A 2,00x1.250*BUFFER;GCR;0;4,76;4,76;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;697;1121023;;0;0
15069186;420;3100;007355001;Z410;GCRP;GCR DX51D+Z100A 2,00x1.250*BUFFER;GCR;0;4,72;4,72;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;697;1121023;;0;0
15069187;10;3100;035410001;Z410;GHRP;GHR DX51D+Z70A 2,50x1.500*BUFFER;GHR;0;8,69;8,69;0;0;8.01.2018;8.01.2018;8.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;669;1121023;;0;0
15069189;10;4100;030459001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.000;X;0;150;151,85;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;780;1121334;;10000;6000
15069189;20;4100;041847001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.200;X;0;40;38,125;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;780;1121334;;9000;6000
15069189;30;4100;025519001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.250;X;0;20;20,81;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;780;1121334;;9000;6000
15069189;40;4100;016539001;Z410;GCRP;GCR DX51D+Z70A 0,60x1.000;X;0;40;34,94;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;755;1121334;;9000;6000
15069189;50;4100;016567001;Z410;GCRP;GCR DX51D+Z70A 0,60x1.200;X;0;40;39,99;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;755;1121334;;8000;5000
15069189;60;4100;017689001;Z410;GCRP;GCR DX51D+Z70A 0,60x1.250;X;0;20;20,29;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;730;755;1121334;;10000;5000
15069189;70;4100;016600001;Z410;GCRP;GCR DX51D+Z70A 0,70x1.000;X;0;20;23,52;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;740;1121334;;9000;6000
15069189;80;4100;016570001;Z410;GCRP;GCR DX51D+Z70A 0,70x1.200;X;0;20;17,6;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;740;1121334;;8000;5000
15069189;90;4100;016541001;Z410;GCRP;GCR DX51D+Z70A 0,80x1.000;X;0;20;19,155;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;725;1121334;;8000;5000
15069189;100;4100;016749001;Z410;GCRP;GCR DX51D+Z70A 0,80x1.200;X;0;20;20,155;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;725;1121334;;9000;6000
15069189;110;4100;016522001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.000;X;0;40;39,93;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;720;1121334;;9000;6000
15069189;120;4100;016523001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.200;X;0;40;44,39;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;730;715;1121334;;9000;6000
15069189;130;4100;016524001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.250;X;0;40;40,565;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;715;1121334;;10000;7000
15069189;140;4100;016604001;Z410;GCRP;GCR DX51D+Z70A 1,20x1.000;X;0;20;20,345;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;715;1121334;;9000;6000
15069189;150;4100;016591001;Z410;GCRP;GCR DX51D+Z70A 1,20x1.200;X;0;40;40,75;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;730;710;1121334;;9000;6000
15069189;160;4100;016527001;Z410;GCRP;GCR DX51D+Z70A 1,20x1.250;X;0;20;16,14;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;710;1121334;;9000;6000
15069189;170;4100;016551001;Z410;GCRP;GCR DX51D+Z70A 1,20x1.500;X;0;26,755;26,755;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;705;1121334;;9000;6000
15069189;180;4100;014808001;Z410;GCRP;GCR DX51D+Z70A 1,50x1.000;X;0;20;19,045;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;710;1121334;;9000;6000
15069189;190;4100;016612001;Z410;GCRP;GCR DX51D+Z70A 1,50x1.200;X;0;20;20,09;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;730;705;1121334;;9000;6000
15069189;200;4100;016530001;Z410;GCRP;GCR DX51D+Z70A 1,50x1.250;X;0;20;18,955;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;705;1121334;;9000;6000
15069189;210;4100;016562001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.000;X;0;40;37,11;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;705;1121334;;8000;5000
15069189;220;4100;016572001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.200;X;0;40;39,18;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;700;1121334;;9000;6000
15069189;230;4100;014607001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.250;X;0;20;19,48;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;700;1121334;;9000;6000
15069189;240;4100;017907001;Z410;GHRP;GHR DX51D+Z70A 2,50x1.000;X;0;40;40,72;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;690;1121334;;9000;6000
15069189;250;4100;018476001;Z410;GHRP;GHR DX51D+Z70A 3,00x1.250;X;0;20;25,09;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;690;1121334;;9000;6000
15069189;260;4100;030702001;Z410;GCRP;GCR DX51D+Z70A 0,43x1.000;X;0;100;101,66;0;0;8.01.2018;20.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;805;1121334;;9000;6000
